source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Patch,http://patch.com/california/lagunaniguel-danapoint/landslide-closes-pch-dana-point,7164,04/09/2015 12:00:00 AM,,"Pacific Coast Highway in Dana Point, near Camino Capistrano","The slide was reported about 5:45 p.m. in the vicinity of Camino Capistrano, and the highway was closed in both directions","Pacific Coast Highway in Dana Point, near Camino Capistrano",1km,landslide,rain,small,above_road,0.0,0.0,,,,glc,7164.0,United States,US,California,63522.0,San Clemente,3.51047,07/13/2015 03:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.6454,33.4418
wqow,http://www.wqow.com/Global/story.asp?S=14936139,3625,06/18/2011 08:40:00 PM,,"Eastbound I-94 near mile marker 63, Eau Claire, WI","The State Patrol says traffic is restored to normal after a mudslide slows down Eastbound I-94.  It happened just before 9:00 Saturday night. The State Patrol says mud slid down from the hill onto I-94 near mile marker 63. That slowed down traffic for several hours, as crews worked to get the mud off the road.  Here is the press release from the WI State Patrol:  This is a cancellation of the incident below. At 7:26 AM on Sunday June 19, 2011 traffic flow was restored to normal.  At 8:44 PM on Saturday June 18, 2011 a WEATHER EVENT occurred on I-94 EB at MILEPOST 63 in EAU CLAIRE County near EAU CLAIRE.  Motorists are always encouraged to slow down, pay attention and be alert for changing conditions.  --Font Size:    Record-breaking rain showers drenched Eau Claire this weekend. A thunderstorm Saturday night left 4.7'' inches of rain and a huge mess to clean up. The heavy rain flooded several streets across the city trapping drivers who tried to brave the flood waters.  Meanwhile, outs","Eastbound I-94 near mile marker 63, Eau Claire, WI",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3625.0,United States,US,Wisconsin,65883.0,Eau Claire,4.98787,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-91.496,44.7665
www.thesmokymountaintimes.com,http://www.thesmokymountaintimes.com/articles/2013/05/08/news/5.9.13.news07.txt,4850,05/08/2013 12:00:00 AM,,"Lower Alarka Road, Swain, Nc",Two straight weekends of steady rain triggered Swain County's 24th landslide on state-owned roads this year - this time on Lower Alarka Road.,"Lower Alarka Road, Swain, Nc",10km,landslide,rain,medium,unknown,,,,,,glc,4850.0,United States,US,North Carolina,1424.0,Bryson City,6.61994,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-83.4985,35.3884
wlwt,http://www.wlwt.com/weather/27759478/detail.html,3445,05/03/2011 09:00:00 AM,,"2130 Elstun rd., Cincinnati, OH","11:58 am EDT May 3, 2011  Heavy rain continues to cause problems on roads across the Tri-State.  Hamilton County crews said that they are monitoring 50 areas for landslides and potential landslides, according to Hamilton County Chief Deputy Engineer Ted Hubbard.  …  The Hamilton County Engineer's Office listed five roads already closed by mudslides on Tuesday:  2130 Elstun (near dead end)","2130 Elstun rd., Cincinnati, OH",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3445.0,United States,US,Ohio,5099.0,Turpin Hills,2.88328,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-84.4086,39.0968
Oregon DOT,,8013,01/18/2016 11:07:00 AM,,"OR 38, milepost 31",,"OR 38, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8013.0,United States,US,Oregon,1151.0,Drain,27.81245,06/30/2016 05:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.6626,43.6412
Canton Rep.com,http://www.cantonrep.com/index.php?ID=345054&Category=9&subCategoryID=0,42,03/22/2007 12:00:00 AM,,"New Philadelphia state Route 416, OH",Route 416 was closed indefinitely as a precaution; traffic was already reduced to 1 lane.,"New Philadelphia state Route 416, OH",5km,landslide,rain,small,unknown,,,,,,glc,42.0,United States,US,Ohio,17288.0,New Philadelphia,3.33522,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-81.4305,40.5175
Oregon DOT,,8607,03/30/2012 04:24:00 PM,,"OR 228, milepost 19",,"OR 228, milepost 19",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8607.0,United States,US,Oregon,8925.0,Sweet Home,3.36703,07/07/2016 04:51:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7696,44.379
kezi.com,http://kezi.com/news/local/201949,3019,01/16/2011 09:00:00 AM,,"just east of Sweet Home, OR","CASCADIA, Ore. -- All the rain that's poured down in western Oregon has made some hillsides very weak, causing a mudslide just East of Sweet Home.  The slide knocked down several trees and closed a major roadway. It was a tiring effort full of scooping, cutting and dumping in the hopes of clearing a section of Highway 20. A mass of ground lay spilled across the road after the soggy mud on a hillside in Cascadia gave way early Sunday morning. ""It didn't register at first because you don't expect a hillside to come down across the road in front of you,"" said Chuck Stevens, who witnessed the slide. Oregon transportation officials have closed U.S. Highway 20 due to a landslide at milepost 44, about 17 miles east of Sweet Home.","just east of Sweet Home, OR",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3019.0,United States,US,Oregon,8925.0,Sweet Home,8.37512,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6312,44.4014
Oregon Live,http://kezi.com/page/169023,1683,04/06/2010 09:00:00 AM,,"Siletz highway, northeast of Toledo","A landslide shut down Siletz highway Tuesday morning.  . . . While Oregon's landscape provides us with a natural beauty, carving roads through it inevitably creates some dangers, especially in rural areas, where rain, steep terrain, and strong winds tend to produce the perfect landslide storm if you will. . . . Others, like the one that shut down the Siletz Highway for a few hours Tuesday morning, need a little more man-power. In this case, a 10-man crew was needed to get things back in order.","Siletz highway, northeast of Toledo",10km,landslide,rain,medium,above_road,0.0,,,,,glc,1683.0,United States,US,Oregon,2045.0,Lincoln Beach,7.94258,01/13/2016 09:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.949,44.6635
www.wbir.com,http://www.wbir.com/news/article/250190/2/Highway-90-landslide-detours-delays-drivers-,4721,01/16/2013 12:00:00 AM,,"Hwy. 90, Eagan, Claiborne, Tn","A landslide that happened in one East Tennessee county Wednesday is still causing headaches for drivers in several local communities.After numerous days of heavy rain, a 125-foot wide landslide, measuring 30 feet deep, occurred on Highway 90 near the Claiborne/Campbell County line in the unincorporated town of Eagan","Hwy. 90, Eagan, Claiborne, Tn",5km,mudslide,rain,medium,unknown,,,,,,glc,4721.0,United States,US,Tennessee,2355.0,Jellico,13.77073,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-83.9789,36.5539
News 10,http://ktvl.com/news/local/mudslides-begin-to-hit-oregon-coast,9019,12/09/2015 12:00:00 AM,,north Gold Beach,"Curry County's Roadmaster, Doug Robbins, said crews were very busy cleaning up after a mudslide in north Gold Beach.  Crews were also doing a lot of preventative storm damage work. News10 checked in with the city of Brookings, and its Public Works Department was doing the same.  ""Curry County's known for them,"" Robbins said. We've got a lot of small slides along our road system. They can happen at anytime.""  Public Works in Gold Beach and Brookings said it has not gotten many calls yet, but again, that could change as the storm grows.",north Gold Beach,5km,mudslide,rain,small,unknown,0.0,0.0,,,,glc,9019.0,United States,US,Oregon,2253.0,Gold Beach,0.84582,07/18/2016 06:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.4205,42.4149
Oregon DOT,,8139,12/07/2015 12:32:00 PM,,"OR 47, milepost 41.1",,"OR 47, milepost 41.1",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8139.0,United States,US,Oregon,3742.0,Lafayette,3.87693,07/01/2016 03:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1632,45.2514
Oregon DOT,,8274,11/30/2014 03:22:00 PM,,"OR 37, milepost 15",,"OR 37, milepost 15",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8274.0,United States,US,Oregon,16612.0,Pendleton,22.50796,07/05/2016 06:52:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9067,45.857
b-townblog,http://www.b-townblog.com/2010/12/14/video-scenes-from-storm-damage-in-seahurst-park/,2843,12/12/2010 12:00:00 AM,,"Seahurst Park, Burien, WA","This last weekend’s “Pineapple Express” storm, which unleashed a record total of nearly 1.42 inches of rain in 24 hours at Sea-Tac Airport, did a considerable amount of damage to the Burien area, including at Seahurst Park.  Our friends at Burien Parks put together the following video showing the extent of damages at the park:","Seahurst Park, Burien, WA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,2843.0,United States,US,Washington,33313.0,Burien,1.32892,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.359,47.479
www.wlos.com,http://www.wlos.com/shared/news/features/top-stories/stories/wlos_haywood-co-landslide-10249.shtml,4725,01/18/2013 12:00:00 AM,,"Rich Cove Road, Maggie Valley, Nc","Mudslide brought down part of a mountain in Maggie Valley Thursday. It happened on Rich Cove Road near Ghost Town in the Sky. It's near the location of another mudslide that happened a few years ago. Heavy rain turned into heavy snow and made for perfect conditions for another mudslide. About two inches of heavy snow and slush covered Highway 19/23 roads. Tricky driving conditions made several cars spin out Maggie Valley Police say when Thursday afternoon's rain turned to snow, they knew a mudslide was inevitable. Police say a settling pond at the bottom on the mountain did its job and kept the slide from being much worse.  Read More at: http://www.wlos.com/shared/news/features/top-stories/stories/wlos_haywood-co-landslide-10249.shtml Read More at: http://www.wlos.com/shared/news/features/top-stories/stories/wlos_haywood-co-landslide-10249.shtml","Rich Cove Road, Maggie Valley, Nc",5km,mudslide,rain,medium,unknown,,,,,,glc,4725.0,United States,US,North Carolina,1150.0,Maggie Valley,1.07913,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-83.0992,35.5278
KIRO,http://www.kirotv.com/news/news/snow-triggers-rockslides-closes-eb-i-90-over-snoqu/npjSk/,7394,12/14/2015 09:00:00 AM,,Snoqualmie Pass,"Sometime over night, snow that fell over the weekend created a small avalanche. Since Friday morning, 13 1/2  inches of snow has fallen.",Snoqualmie Pass,5km,landslide,other,small,above_road,0.0,0.0,,http://media.cmgdigital.com/shared/img/photos/2015/12/14/d5/42/CWMmbhyUYAAGfQC.jpg,,glc,7394.0,United States,US,Washington,1018.0,Tanner,24.43604,12/15/2015 08:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.4332,47.4186
TripAdvisor,https://www.tripadvisor.com/LocationPhotoDirectLink-g61000-d139183-i22004198-Half_Dome-Yosemite_National_Park_California.html,7658,10/08/2009 12:00:00 AM,,Half Dome,Rockslide across from Half Dome,Half Dome,5km,other,unknown,medium,natural_slope,0.0,0.0,,https://media-cdn.tripadvisor.com/media/photo-s/01/4f/c1/e6/yosemite-national-park.jpg,,glc,7658.0,United States,US,California,1035.0,Yosemite Valley,2.63938,04/27/2016 10:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.5585,37.7589
Oregon DOT,,8034,12/21/2015 12:35:00 PM,,"US 101, milepost 129.4",,"US 101, milepost 129.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8034.0,United States,US,Oregon,1398.0,Depoe Bay,2.53954,06/30/2016 06:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.0707,44.7862
ABC Fox,http://www.abcfoxmontana.com/story/25833030/another-landslide-in-village-greens-week-before-hearing,6074,06/19/2014 09:00:00 AM,,"Kalispell, Montana","Part of a Kalispell subdivision now sits in a pond. Record rainfall helped push a part of the hillside overlooking the Village Greens subdivision into the runoff pond below Thursday morning. Four years ago, the same thing happened just a few homes north. In April, Flathead county commissioners backed out of a FEMA grant that would have stabilized this bluff. They were stopped short by a district judge and a hearing is set for June 27.","Kalispell, Montana",5km,landslide,rain,small,unknown,0.0,0.0,,,,glc,6074.0,United States,US,Montana,7616.0,Evergreen,2.00078,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-114.3032,48.2264
9 News (Colorado),http://www.9news.com/news/local/mudslide-displaces-10-in-wheat-ridge/248340758,8960,06/18/2016 07:15:00 AM,,"6900 block of West 48th Avenue, Wheat Ridge, Colorado, USA",Six adults and four children were displaced after a mudslide in Wheat Ridge Saturday morning. The mudslide happened around 7:15 a.m. in the 6900 block of West 48th Avenue. Donna Harper says her family is lucky to be alive after a mudslide wiped out the ,"6900 block of West 48th Avenue, Wheat Ridge, Colorado, USA",exact,landslide,unknown,medium,urban,0.0,0.0,,http://www.9news.com/img/resize/content.9news.com/photo/2016/06/18/mudslide_1466280372525_3165424_ver1.0.jpg?preset=534-401,,glc,8960.0,United States,US,Colorado,30166.0,Wheat Ridge,2.02556,07/14/2016 04:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-105.0743,39.7842
Oregon DOT,,8406,01/10/2014 10:11:00 AM,,"OR 3, milepost 2",,"OR 3, milepost 2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8406.0,United States,US,Oregon,1251.0,Asotin,43.63517,07/06/2016 03:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.2619,45.9759
NBC San Diego,http://www.nbcsandiego.com/news/local/College-Heights-Dorothy-Way-Backyard-Large-Sinkhole-374784761.html,9387,04/06/2016 09:00:00 AM,,5600 block of Dorothy Way,SDFD Capt. Joe Amador told NBC 7 the mudslide is approximately 40 feet wide and goes about 150 feet down from the property into the ravine. He said some parts of the home's yard slid into the ravine.,5600 block of Dorothy Way,exact,mudslide,other,medium,urban,0.0,0.0,,,,glc,9387.0,United States,US,California,57065.0,La Mesa,4.79049,08/03/2016 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.0727241,32.76766801
Oregon DOT,,8382,02/14/2014 06:53:00 PM,,"OR 224, milepost 35",,"OR 224, milepost 35",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8382.0,United States,US,Oregon,2695.0,Estacada,15.28726,07/06/2016 03:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1948,45.1932
Maple Valley Reporter,http://www.maplevalleyreporter.com/news/259251131.html,6017,05/10/2014 10:00:00 AM,,"Maple Valley, Washington",Tons of earth cascaded down towards multiple Maple Valley area homes and property during a mudslide Saturday that was estimated to be about 300 feet high and 300 feet across at the base. And state geologists said the land is not yet done sliding. Firefighters of Maple Valley Fire and Life Safety were dispatched the 21300 block of 221 Avenue Southeast just after 10:00 a.m. They found the mudslide had completely blocked the flow of water in the Cedar River and had forced the river over its banks and through private property. Six homes and one additional property were affected in the semi-rural area. There were no reported injuries.,"Maple Valley, Washington",exact,mudslide,rain,medium,above_river,0.0,0.0,,,,glc,6017.0,United States,US,Washington,22684.0,Maple Valley,3.39821,01/13/2016 11:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0488,47.413
KOMO,http://komonews.com/news/local/drenching-rain-storm-sparks-closures-mudslides-flooding,7759,12/08/2015 12:00:00 AM,,Fall City,Southeast 24th Street was closed in Fall City... due to a mudslide,Fall City,5km,mudslide,rain,small,above_road,0.0,0.0,,,,glc,7759.0,United States,US,Washington,1993.0,Fall City,3.54644,06/14/2016 07:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.9257,47.5871
kionrightnow,http://www.kionrightnow.com/Global/story.asp?S=12054089,1529,02/26/2010 12:00:00 AM,,"Hidden Valley Road at Strawberry Road, CA",California Highway Patrol is reporting several road issues due to heavy rains.  Here are the most pressing right now: At Maher road at Tarpey Road in Prunedale. CHP is  responding to mud slide blocking entire roadway. CHP is reporting that mud is think enough to flip a car. Also mud slide at Hidden Valley Road at Strawberry Road.  Mud is across 1/2 of that roadway.,"Hidden Valley Road at Strawberry Road, CA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1529.0,United States,US,California,1565.0,Elkhorn,4.19907,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.6945,36.8324
